chrom	start	end	is_ref	AC	AF	AC_EAS	AC_AMR	AC_AFR	AC_SAS	fst	len_poly_score
chr11	33641542	33641664	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	21.904761904761905
chr11	33641542	33641664	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	21.904761904761905
chr11	33641542	33641664	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	21.904761904761905
chr11	33641542	33641664	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	21.904761904761905
chr15	27730702	27730803	False	38	0.202127659574468	8	11	3	16	0.065512177880599	20.0
chr15	27730702	27730803	False	27	0.1436170212765957	0	0	20	2	0.2677493189541382	20.0
chr15	27730702	27730803	False	20	0.1063829787234042	6	5	5	3	0.0187054459088091	20.0
chr15	27730702	27730803	False	15	0.0797872340425532	5	5	1	4	0.0277786600040934	20.0
chr15	27730702	27730803	False	12	0.0638297872340425	6	1	2	2	0.0636801992734195	20.0
chr15	27730702	27730803	False	8	0.0425531914893617	0	5	2	1	0.0266019281644279	20.0
chr15	27730702	27730803	False	7	0.0372340425531914	0	4	1	2	0.018939492499082	20.0
chr15	27730702	27730803	False	6	0.0319148936170212	0	4	0	2	0.0305686377114948	20.0
chr15	27730702	27730803	False	5	0.026595744680851	0	1	3	1	0.0161882743849958	20.0
chr15	27730702	27730803	False	5	0.026595744680851	0	1	2	2	0.0092736043555714	20.0
chr15	27730702	27730803	False	4	0.0212765957446808	2	2	0	0	0.0284355590062109	20.0
chr15	27730702	27730803	False	4	0.0212765957446808	0	1	1	2	0.0090206442108613	20.0
chr15	27730702	27730803	False	4	0.0212765957446808	0	2	1	1	0.0067399765089982	20.0
chr15	27730702	27730803	False	3	0.0159574468085106	0	0	3	0	0.0424116424116425	20.0
chr15	27730702	27730803	False	3	0.0159574468085106	1	0	0	2	0.0225975975975976	20.0
chr15	27730702	27730803	False	3	0.0159574468085106	0	2	0	1	0.015036465036465	20.0
chr15	27730702	27730803	True	3	0.0159574468085106	0	1	1	1	0.0034039534039536	20.0
chr15	27730702	27730803	False	3	0.0159574468085106	0	1	1	1	0.0034039534039536	20.0
chr15	27730702	27730803	False	3	0.0159574468085106	0	2	0	1	0.015036465036465	20.0
chr15	27730702	27730803	False	3	0.0159574468085106	0	2	0	1	0.015036465036465	20.0
chr15	27730702	27730803	False	3	0.0159574468085106	0	3	0	0	0.0382239382239383	20.0
chr15	27730702	27730803	False	2	0.0106382978723404	1	1	0	0	0.0140649001536097	20.0
chr15	27730702	27730803	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	20.0
chr15	27730702	27730803	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	20.0
chr15	27730702	27730803	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	20.0
chr15	27730702	27730803	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr15	27730702	27730803	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr15	27730702	27730803	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr17	43225637	43225772	True	16	0.0851063829787234	0	0	15	1	0.2039891733750743	20.0
chr17	43225637	43225772	False	13	0.0691489361702127	1	6	3	2	0.014648329101454	20.0
chr17	43225637	43225772	False	12	0.0638297872340425	0	2	6	4	0.0294739982239984	20.0
chr17	43225637	43225772	False	11	0.0585106382978723	2	2	4	3	0.0046351953131612	20.0
chr17	43225637	43225772	False	10	0.0531914893617021	0	3	3	4	0.0142805696176485	20.0
chr17	43225637	43225772	False	10	0.0531914893617021	2	5	0	3	0.0239767255216691	20.0
chr17	43225637	43225772	False	9	0.0478723404255319	1	5	0	3	0.0273454819544205	20.0
chr17	43225637	43225772	False	8	0.0425531914893617	6	1	0	0	0.1309054008343668	20.0
chr17	43225637	43225772	False	8	0.0425531914893617	5	2	0	0	0.087848122674484	20.0
chr17	43225637	43225772	False	7	0.0372340425531914	2	2	2	1	0.0049777241963508	20.0
chr17	43225637	43225772	False	6	0.0319148936170212	0	4	1	0	0.035332973037891	20.0
chr17	43225637	43225772	False	6	0.0319148936170212	3	3	0	0	0.0431220565149137	20.0
chr17	43225637	43225772	False	5	0.026595744680851	0	0	5	0	0.0714585960487598	20.0
chr17	43225637	43225772	False	5	0.026595744680851	0	2	1	2	0.0084269100662541	20.0
chr17	43225637	43225772	False	5	0.026595744680851	0	4	1	0	0.035332973037891	20.0
chr17	43225637	43225772	False	5	0.026595744680851	0	1	1	3	0.0188224343962047	20.0
chr17	43225637	43225772	False	4	0.0212765957446808	1	0	0	3	0.0341372282608696	20.0
chr17	43225637	43225772	False	4	0.0212765957446808	0	3	0	1	0.0246344461697723	20.0
chr17	43225637	43225772	False	3	0.0159574468085106	0	0	2	1	0.0168976668976669	20.0
chr17	43225637	43225772	False	3	0.0159574468085106	0	1	2	0	0.0158895158895159	20.0
chr17	43225637	43225772	False	3	0.0159574468085106	0	1	0	2	0.018060918060918	20.0
chr17	43225637	43225772	False	3	0.0159574468085106	0	1	1	1	0.0034039534039536	20.0
chr17	43225637	43225772	False	3	0.0159574468085106	1	0	0	2	0.0225975975975976	20.0
chr17	43225637	43225772	False	3	0.0159574468085106	0	0	1	2	0.0185262185262183	20.0
chr17	43225637	43225772	False	3	0.0159574468085106	0	2	0	1	0.015036465036465	20.0
chr17	43225637	43225772	False	2	0.0106382978723404	0	1	1	0	0.0079906652487297	20.0
chr17	43225637	43225772	False	2	0.0106382978723404	0	0	0	2	0.0313620071684587	20.0
chr17	43225637	43225772	False	2	0.0106382978723404	0	0	1	1	0.0094947615108905	20.0
chr17	43225637	43225772	False	2	0.0106382978723404	2	0	0	0	0.0524193548387095	20.0
chr17	43225637	43225772	False	2	0.0106382978723404	1	0	1	0	0.0147590984284533	20.0
chr17	43225637	43225772	False	2	0.0106382978723404	1	1	0	0	0.0140649001536097	20.0
chr17	43225637	43225772	False	2	0.0106382978723404	0	0	0	2	0.0313620071684587	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	20.0
chr17	43225637	43225772	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	20.0
chr17	43910454	43910533	False	29	0.1542553191489361	3	14	5	7	0.033002880514266	21.904761904761905
chr17	43910454	43910533	False	14	0.0744680851063829	11	1	0	2	0.2191702830557508	21.904761904761905
chr17	43910454	43910533	False	14	0.0744680851063829	2	3	2	7	0.0263105463228613	21.904761904761905
chr17	43910454	43910533	False	12	0.0638297872340425	3	1	7	1	0.0441773937867687	21.904761904761905
chr17	43910454	43910533	False	12	0.0638297872340425	2	5	1	4	0.0140675296925297	21.904761904761905
chr17	43910454	43910533	False	10	0.0531914893617021	3	3	2	2	0.0074255566530846	21.904761904761905
chr17	43910454	43910533	False	8	0.0425531914893617	2	5	0	1	0.0328786375661376	21.904761904761905
chr17	43910454	43910533	False	7	0.0372340425531914	0	5	0	2	0.0399331003119477	21.904761904761905
chr17	43910454	43910533	False	7	0.0372340425531914	4	1	2	0	0.0495806482388959	21.904761904761905
chr17	43910454	43910533	False	7	0.0372340425531914	0	3	1	3	0.015848200733757	21.904761904761905
chr17	43910454	43910533	False	7	0.0372340425531914	1	1	1	4	0.0209267514910765	21.904761904761905
chr17	43910454	43910533	False	5	0.026595744680851	0	1	4	0	0.0395664444844771	21.904761904761905
chr17	43910454	43910533	True	5	0.026595744680851	0	0	5	0	0.0714585960487598	21.904761904761905
chr17	43910454	43910533	False	5	0.026595744680851	0	0	5	0	0.0714585960487598	21.904761904761905
chr17	43910454	43910533	False	5	0.026595744680851	0	1	3	1	0.0161882743849958	21.904761904761905
chr17	43910454	43910533	False	5	0.026595744680851	0	3	1	1	0.0139304229468162	21.904761904761905
chr17	43910454	43910533	False	5	0.026595744680851	0	0	2	3	0.0270071458596047	21.904761904761905
chr17	43910454	43910533	False	4	0.0212765957446808	0	1	2	1	0.0077925923713966	21.904761904761905
chr17	43910454	43910533	False	4	0.0212765957446808	0	1	0	3	0.0307162267080743	21.904761904761905
chr17	43910454	43910533	False	3	0.0159574468085106	0	0	2	1	0.0168976668976669	21.904761904761905
chr17	43910454	43910533	False	3	0.0159574468085106	0	0	3	0	0.0424116424116425	21.904761904761905
chr17	43910454	43910533	False	2	0.0106382978723404	0	0	1	1	0.0094947615108905	21.904761904761905
chr17	43910454	43910533	False	2	0.0106382978723404	1	1	0	0	0.0140649001536097	21.904761904761905
chr17	43910454	43910533	False	2	0.0106382978723404	0	1	1	0	0.0079906652487297	21.904761904761905
chr17	43910454	43910533	False	2	0.0106382978723404	0	0	1	1	0.0094947615108905	21.904761904761905
chr17	43910454	43910533	False	2	0.0106382978723404	0	2	0	0	0.0253456221198155	21.904761904761905
chr17	43910454	43910533	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	21.904761904761905
chr17	43910454	43910533	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	21.904761904761905
chr17	43910454	43910533	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	21.904761904761905
chr17	43910454	43910533	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	21.904761904761905
chr17	43910454	43910533	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	21.904761904761905
chr17	43910454	43910533	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	21.904761904761905
chr17	43910454	43910533	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	21.904761904761905
chr18	70650326	70650405	False	28	0.1489361702127659	5	12	0	11	0.0714777317176869	23.80952380952381
chr18	70650326	70650405	False	18	0.0957446808510638	0	1	17	0	0.236667744020685	23.80952380952381
chr18	70650326	70650405	False	12	0.0638297872340425	1	6	0	5	0.0381859893578642	23.80952380952381
chr18	70650326	70650405	True	9	0.0478723404255319	2	1	6	0	0.0471824885232704	23.80952380952381
chr18	70650326	70650405	False	8	0.0425531914893617	0	2	5	1	0.0303679538054539	23.80952380952381
chr18	70650326	70650405	False	7	0.0372340425531914	0	1	6	0	0.0667016487853109	23.80952380952381
chr18	70650326	70650405	False	7	0.0372340425531914	2	2	1	2	0.005691099219118	23.80952380952381
chr18	70650326	70650405	False	7	0.0372340425531914	2	1	3	1	0.0112961886837181	23.80952380952381
chr18	70650326	70650405	False	7	0.0372340425531914	1	2	1	3	0.0072367451017805	23.80952380952381
chr18	70650326	70650405	False	7	0.0372340425531914	1	2	1	3	0.0072367451017805	23.80952380952381
chr18	70650326	70650405	False	7	0.0372340425531914	1	3	0	3	0.0176316382906757	23.80952380952381
chr18	70650326	70650405	False	5	0.026595744680851	0	1	4	0	0.0395664444844771	23.80952380952381
chr18	70650326	70650405	False	5	0.026595744680851	3	0	0	2	0.0475865209471767	23.80952380952381
chr18	70650326	70650405	False	5	0.026595744680851	0	1	2	2	0.0092736043555714	23.80952380952381
chr18	70650326	70650405	False	4	0.0212765957446808	0	0	0	4	0.0634057971014493	23.80952380952381
chr18	70650326	70650405	False	4	0.0212765957446808	2	1	0	1	0.0200731107660453	23.80952380952381
chr18	70650326	70650405	False	4	0.0212765957446808	2	1	0	1	0.0200731107660453	23.80952380952381
chr18	70650326	70650405	False	4	0.0212765957446808	1	2	0	1	0.0098101061076603	23.80952380952381
chr18	70650326	70650405	False	4	0.0212765957446808	0	3	1	0	0.0242250955566172	23.80952380952381
chr18	70650326	70650405	False	3	0.0159574468085106	1	1	1	0	0.006932481932482	23.80952380952381
chr18	70650326	70650405	False	3	0.0159574468085106	0	1	2	0	0.0158895158895159	23.80952380952381
chr18	70650326	70650405	False	3	0.0159574468085106	1	1	0	1	0.0074753324753324	23.80952380952381
chr18	70650326	70650405	False	3	0.0159574468085106	1	0	0	2	0.0225975975975976	23.80952380952381
chr18	70650326	70650405	False	3	0.0159574468085106	0	2	0	1	0.015036465036465	23.80952380952381
chr18	70650326	70650405	False	2	0.0106382978723404	1	0	1	0	0.0147590984284533	23.80952380952381
chr18	70650326	70650405	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	23.80952380952381
chr18	70650326	70650405	False	2	0.0106382978723404	2	0	0	0	0.0524193548387095	23.80952380952381
chr18	70650326	70650405	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	23.80952380952381
chr18	70650326	70650405	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	23.80952380952381
chr18	70650326	70650405	False	2	0.0106382978723404	0	2	0	0	0.0253456221198155	23.80952380952381
chr18	70650326	70650405	False	2	0.0106382978723404	1	1	0	0	0.0140649001536097	23.80952380952381
chr18	70650326	70650405	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	23.80952380952381
chr18	70650326	70650405	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	23.80952380952381
chr18	70650326	70650405	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	23.80952380952381
chr18	70650326	70650405	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	23.80952380952381
chr18	70650326	70650405	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	23.80952380952381
chr18	70650326	70650405	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	23.80952380952381
chr18	70650326	70650405	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	23.80952380952381
chr19	11995719	11995813	False	20	0.1063829787234042	0	0	18	0	0.2769230769230768	23.80952380952381
chr19	11995719	11995813	False	18	0.0957446808510638	0	2	14	2	0.1351995499054322	23.80952380952381
chr19	11995719	11995813	False	11	0.0585106382978723	0	7	0	4	0.0545283341893511	23.80952380952381
chr19	11995719	11995813	False	10	0.0531914893617021	2	5	0	3	0.0239767255216691	23.80952380952381
chr19	11995719	11995813	False	10	0.0531914893617021	1	6	0	3	0.0348214285714285	23.80952380952381
chr19	11995719	11995813	False	8	0.0425531914893617	3	3	0	2	0.024136078042328	23.80952380952381
chr19	11995719	11995813	False	7	0.0372340425531914	2	3	0	2	0.0160859924080128	23.80952380952381
chr19	11995719	11995813	False	6	0.0319148936170212	0	0	6	0	0.0862214708368555	23.80952380952381
chr19	11995719	11995813	False	6	0.0319148936170212	3	0	0	3	0.0477335164835164	23.80952380952381
chr19	11995719	11995813	False	6	0.0319148936170212	0	5	0	1	0.0474773242630385	23.80952380952381
chr19	11995719	11995813	True	6	0.0319148936170212	0	1	2	3	0.015630660548243	23.80952380952381
chr19	11995719	11995813	False	6	0.0319148936170212	2	2	0	2	0.0151971044828185	23.80952380952381
chr19	11995719	11995813	False	5	0.026595744680851	3	2	0	0	0.0451405152224821	23.80952380952381
chr19	11995719	11995813	False	5	0.026595744680851	2	2	0	1	0.0173172001040851	23.80952380952381
chr19	11995719	11995813	False	4	0.0212765957446808	1	3	0	0	0.0272952251552797	23.80952380952381
chr19	11995719	11995813	False	4	0.0212765957446808	0	2	0	2	0.0177924430641819	23.80952380952381
chr19	11995719	11995813	False	4	0.0212765957446808	0	1	1	2	0.0090206442108613	23.80952380952381
chr19	11995719	11995813	False	4	0.0212765957446808	2	1	0	1	0.0200731107660453	23.80952380952381
chr19	11995719	11995813	False	4	0.0212765957446808	0	1	1	2	0.0090206442108613	23.80952380952381
chr19	11995719	11995813	False	4	0.0212765957446808	1	1	1	1	0.0010383072543399	23.80952380952381
chr19	11995719	11995813	False	4	0.0212765957446808	1	2	0	1	0.0098101061076603	23.80952380952381
chr19	11995719	11995813	False	3	0.0159574468085106	1	0	2	0	0.0204261954261953	23.80952380952381
chr19	11995719	11995813	False	3	0.0159574468085106	0	0	2	1	0.0168976668976669	23.80952380952381
chr19	11995719	11995813	False	3	0.0159574468085106	2	1	0	0	0.0321750321750318	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	0	0	0	2	0.0313620071684587	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	0	0	1	1	0.0094947615108905	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	0	1	1	0	0.0079906652487297	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	1	1	0	0	0.0140649001536097	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	0	0	0	2	0.0313620071684587	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	1	0	0	1	0.0155689964157705	23.80952380952381
chr19	11995719	11995813	False	2	0.0106382978723404	1	0	0	1	0.0155689964157705	23.80952380952381
chr19	11995719	11995813	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	23.80952380952381
chr19	11995719	11995813	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	23.80952380952381
chr19	11995719	11995813	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	23.80952380952381
chr19	11995719	11995813	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	23.80952380952381
chr19	11995719	11995813	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	23.80952380952381
chr19	11995719	11995813	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	23.80952380952381
chr19	11995719	11995813	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	23.80952380952381
chr2	112095090	112095237	False	42	0.2234042553191489	13	9	11	9	0.0416691307713812	20.0
chr2	112095090	112095237	False	16	0.0851063829787234	1	9	1	5	0.0448167233686854	20.0
chr2	112095090	112095237	False	13	0.0691489361702127	0	1	11	1	0.12120235076279	20.0
chr2	112095090	112095237	False	11	0.0585106382978723	5	0	2	4	0.0529035465476142	20.0
chr2	112095090	112095237	False	10	0.0531914893617021	9	0	1	0	0.2131968452895417	20.0
chr2	112095090	112095237	False	9	0.0478723404255319	0	1	7	1	0.0642009035863786	20.0
chr2	112095090	112095237	False	9	0.0478723404255319	0	5	0	4	0.0407170937897194	20.0
chr2	112095090	112095237	False	6	0.0319148936170212	1	2	0	3	0.0169904500261642	20.0
chr2	112095090	112095237	False	6	0.0319148936170212	0	3	2	1	0.0115315850205959	20.0
chr2	112095090	112095237	False	5	0.026595744680851	1	2	1	1	0.002006145038932	20.0
chr2	112095090	112095237	False	5	0.026595744680851	0	1	3	1	0.0161882743849958	20.0
chr2	112095090	112095237	False	5	0.026595744680851	1	0	0	4	0.0475865209471767	20.0
chr2	112095090	112095237	False	5	0.026595744680851	0	4	1	0	0.035332973037891	20.0
chr2	112095090	112095237	False	4	0.0212765957446808	0	0	4	0	0.0568561872909699	20.0
chr2	112095090	112095237	False	4	0.0212765957446808	1	1	2	0	0.0104533713569038	20.0
chr2	112095090	112095237	False	3	0.0159574468085106	0	0	2	1	0.0168976668976669	20.0
chr2	112095090	112095237	False	3	0.0159574468085106	0	1	0	2	0.018060918060918	20.0
chr2	112095090	112095237	False	3	0.0159574468085106	0	1	1	1	0.0034039534039536	20.0
chr2	112095090	112095237	False	3	0.0159574468085106	0	1	0	2	0.018060918060918	20.0
chr2	112095090	112095237	False	3	0.0159574468085106	0	1	0	2	0.018060918060918	20.0
chr2	112095090	112095237	False	3	0.0159574468085106	0	2	0	1	0.015036465036465	20.0
chr2	112095090	112095237	False	3	0.0159574468085106	0	2	0	1	0.015036465036465	20.0
chr2	112095090	112095237	True	2	0.0106382978723404	0	2	0	0	0.0253456221198155	20.0
chr2	112095090	112095237	False	2	0.0106382978723404	0	2	0	0	0.0253456221198155	20.0
chr2	112095090	112095237	False	2	0.0106382978723404	0	2	0	0	0.0253456221198155	20.0
chr2	112095090	112095237	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	0	1	0	0.0139860139860139	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr2	112095090	112095237	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr21	24267055	24267124	False	28	0.1489361702127659	6	11	0	11	0.0686676232993197	20.0
chr21	24267055	24267124	True	24	0.1276595744680851	0	4	20	0	0.234722594478692	20.0
chr21	24267055	24267124	False	13	0.0691489361702127	2	5	2	4	0.0068381435414398	20.0
chr21	24267055	24267124	False	11	0.0585106382978723	3	2	2	4	0.0115212000805218	20.0
chr21	24267055	24267124	False	11	0.0585106382978723	2	2	0	7	0.0553904664074155	20.0
chr21	24267055	24267124	False	10	0.0531914893617021	1	5	0	4	0.0294776618512572	20.0
chr21	24267055	24267124	False	10	0.0531914893617021	5	4	0	1	0.0587112092027822	20.0
chr21	24267055	24267124	False	9	0.0478723404255319	0	2	6	0	0.0552655677655677	20.0
chr21	24267055	24267124	False	8	0.0425531914893617	2	2	0	4	0.024718915343915	20.0
chr21	24267055	24267124	False	6	0.0319148936170212	0	0	6	0	0.0862214708368555	20.0
chr21	24267055	24267124	False	5	0.026595744680851	1	2	0	2	0.0108964350767628	20.0
chr21	24267055	24267124	False	5	0.026595744680851	0	0	3	2	0.0253607958525992	20.0
chr21	24267055	24267124	False	5	0.026595744680851	2	2	0	1	0.0173172001040851	20.0
chr21	24267055	24267124	False	4	0.0212765957446808	2	1	0	1	0.0200731107660453	20.0
chr21	24267055	24267124	False	4	0.0212765957446808	0	2	0	2	0.0177924430641819	20.0
chr21	24267055	24267124	False	3	0.0159574468085106	0	0	3	0	0.0424116424116425	20.0
chr21	24267055	24267124	False	3	0.0159574468085106	0	0	1	2	0.0185262185262183	20.0
chr21	24267055	24267124	False	3	0.0159574468085106	1	2	0	0	0.0185649935649935	20.0
chr21	24267055	24267124	False	3	0.0159574468085106	1	1	0	1	0.0074753324753324	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	0	2	0	0	0.0253456221198155	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	0	0	2	0	0.0281224152191892	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	0	0	2	0	0.0281224152191892	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	0	0	2	0	0.0281224152191892	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	0	0	2	0	0.0281224152191892	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	2	0	0	0	0.0524193548387095	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	0	2	0	0	0.0253456221198155	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	0	1	0	1	0.0088005632360469	20.0
chr21	24267055	24267124	False	2	0.0106382978723404	1	1	0	0	0.0140649001536097	20.0
chr21	24267055	24267124	False	1	0.0053191489361702	0	0	0	1	0.0155971479500891	20.0
chr21	24267055	24267124	False	1	0.0053191489361702	1	0	0	0	0.0260695187165775	20.0
chr21	24267055	24267124	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr21	24267055	24267124	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr21	24267055	24267124	False	1	0.0053191489361702	0	1	0	0	0.0126050420168065	20.0
chr3	138693906	138694023	False	17	0.0904255319148936	0	3	1	13	0.1399196205697753	23.80952380952381
chr3	138693906	138694023	False	13	0.0691489361702127	6	3	2	2	0.0452054904802157	23.80952380952381
chr3	138693906	138694023	False	12	0.0638297872340425	10	0	0	1	0.2416110255093305	23.80952380952381
chr3	138693906	138694023	False	11	0.0585106382978723	0	1	10	0	0.1252673879792524	23.80952380952381
chr3	138693906	138694023	False	11	0.0585106382978723	1	5	2	3	0.0095095582383717	23.80952380952381
chr3	138693906	138694023	False	9	0.0478723404255319	2	4	3	0	0.0178477636578193	23.80952380952381
chr3	138693906	138694023	False	9	0.0478723404255319	0	2	4	3	0.0158440256205617	23.80952380952381
chr3	138693906	138694023	False	8	0.0425531914893617	1	1	6	0	0.0523513812576311	23.80952380952381
chr3	138693906	138694023	True	8	0.0425531914893617	0	4	2	2	0.0137795075295076	23.80952380952381
chr3	138693906	138694023	False	7	0.0372340425531914	0	2	3	2	0.0099713493557217	23.80952380952381
